session_path,subject_id,session_id,trial,trial_uid,id,photostim_onset,photostim_power,photostim_duration,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,start_time,stop_time,presample_start_times,presample_stop_times,sample_start_times,sample_stop_times,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,right_lick_times,photostim_start_times,photostim_stop_times,trial_time_total,trialend_start_times,trialend_stop_times
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,265,265,264,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1870.0864,1874.7593,1870.5864,1871.2947,1871.2947,1871.9447,1871.9447,1873.1447,1873.1447,1874.6447,,"1873.2333, 1873.3525, 1873.4942, 1873.6132, 1873.7474, 1873.8847",,,4.672900000000027,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,266,266,265,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1876.8137,1881.732,1877.3137,1878.1544,1878.1544,1878.8044,1878.8044,1880.0044,1880.0044,1881.5044,,"1880.2060, 1880.3182, 1880.4716, 1880.6092, 1880.7459, 1880.8783, 1881.0069, 1881.1570, 1881.2806, 1881.4076, 1881.5614, 1881.6988",,,4.918300000000045,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,267,267,266,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1885.0988,1889.8011,1885.5988,1886.2693,1886.2693,1886.9193,1886.9193,1888.1193,1888.1193,1889.6193,"1888.2751, 1888.4220, 1888.5797, 1888.7288, 1888.8515, 1888.9681, 1889.0818, 1889.2025, 1889.2453, 1889.3299, 1889.4608, 1889.5846, 1889.7197",,,,4.702299999999923,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,268,268,267,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1892.0608,1896.8457,1892.5608,1893.2662,1893.2662,1893.9162,1893.9162,1895.1162,1895.1162,1896.6162,"1895.3197, 1895.4362, 1895.5795, 1895.7041, 1895.8427, 1895.8834, 1895.9661, 1896.1060, 1896.2150, 1896.3279, 1896.4599, 1896.5769, 1896.6973, 1896.8195",,,,4.784900000000107,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,269,269,268,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1900.1651,1904.9781,1900.6651,1901.4708,1901.4708,1902.1208,1902.1208,1903.3208,1903.3208,1904.8208,"1903.4521, 1903.5720, 1903.7156, 1903.8438, 1903.9905, 1904.1192, 1904.2394, 1904.3616, 1904.5069, 1904.6261, 1904.7600, 1904.7995, 1904.9178",,,,4.813000000000102,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,270,270,269,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1907.2389,1910.6491,1907.7389,1908.6014,1908.6014,1909.2514,1909.2514,1910.4514,1910.4514,,,"1910.5491, 1910.6417",,,3.4102000000000317,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,271,271,270,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1912.815,1917.5943,1913.315,1914.0763,1914.0763,1914.7263,1914.7263,1915.9263,1915.9263,1917.4263,,"1916.0683, 1916.1989, 1916.3183, 1916.4594, 1916.5797, 1916.7056, 1916.8464, 1916.9760, 1917.0889, 1917.2284, 1917.3701, 1917.5139",,,4.779299999999921,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,272,272,271,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1919.8702,1924.7726,1920.3702,1921.2533,1921.2533,1921.9033,1921.9033,1923.1033,1923.1033,1924.6033,"1923.2466, 1923.3636, 1923.5022, 1923.6254, 1923.6566, 1923.7514, 1923.8811, 1924.0028, 1924.1238, 1924.2535, 1924.2810, 1924.3721, 1924.4926, 1924.6205, 1924.7564",,,,4.902399999999943,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,273,273,272,1.958,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1927.8478,1932.75,1928.3478,1929.156,1929.156,1929.806,1929.806,1931.006,1931.006,1932.506,"1931.2240, 1931.3484, 1931.4696, 1931.5877, 1931.7295, 1931.7727, 1931.8665, 1931.9914, 1932.1039, 1932.2231, 1932.3505, 1932.4867, 1932.6269, 1932.7436",,1929.8058,1930.3058,4.9021999999999935,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,274,274,273,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1935.1217,1940.1445,1935.6217,1936.4775,1936.4775,1937.1275,1937.1275,1938.3275,1938.3275,1939.8275,"1938.6185, 1938.7601, 1938.8926, 1939.0109, 1939.1463, 1939.2588, 1939.3843, 1939.5158, 1939.6453, 1939.7782, 1939.9268",,,,5.0228000000001884,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,275,275,274,1.984,5.500,0.5000,audio delay,1,right,no early,hit,0,0,1942.2149,1947.0979,1942.7149,1943.5492,1943.5492,1944.1992,1944.1992,1945.3992,1945.3992,1946.8992,,"1945.5719, 1945.6736, 1945.8138, 1945.9486, 1945.9792, 1946.0822, 1946.1898, 1946.3485, 1946.4619, 1946.6089, 1946.7607, 1946.8957, 1947.0277",1944.1989,1944.6989,4.883000000000038,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,276,276,275,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1949.1591,1954.0332,1949.6591,1950.4986,1950.4986,1951.1486,1951.1486,1952.3486,1952.3486,1953.8486,"1952.5072, 1952.6281, 1952.7833, 1952.9053, 1953.0330, 1953.1585, 1953.2703, 1953.3825, 1953.5119, 1953.6519, 1953.7855, 1953.9293",,,,4.8740999999999985,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,277,277,276,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1956.5911,1961.5252,1957.0911,1957.9357,1957.9357,1958.5857,1958.5857,1959.7857,1959.7857,1961.2857,,"1959.9992, 1960.1084, 1960.2555, 1960.3905, 1960.5236, 1960.6606, 1960.6918, 1960.7904, 1960.9330, 1961.0539, 1961.1877, 1961.3486, 1961.4963",,,4.934099999999944,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,278,278,277,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1963.5926,1968.3603,1964.0926,1964.8511,1964.8511,1965.5011,1965.5011,1966.7011,1966.7011,1968.2011,,"1966.8343, 1966.9454, 1967.0939, 1967.2319, 1967.3604, 1967.4840, 1967.6029, 1967.6336, 1967.7341, 1967.8609, 1968.0079, 1968.1351, 1968.1789, 1968.2745",,,4.767700000000104,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,279,279,278,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1971.0503,1975.8643,1971.5503,1972.3449,1972.3449,1972.9949,1972.9949,1974.1949,1974.1949,1975.6949,,"1974.3383, 1974.4570, 1974.6034, 1974.7365, 1974.8820, 1974.9939, 1975.0359, 1975.1494, 1975.2815, 1975.4198, 1975.5393, 1975.6787, 1975.8118",,,4.813999999999851,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,280,280,279,1.980,5.500,0.5000,audio delay,1,right,no early,hit,0,0,1977.9387,1982.7371,1978.4387,1979.2683,1979.2683,1979.9183,1979.9183,1981.1183,1981.1183,1982.6183,,"1981.2111, 1981.3490, 1981.4803, 1981.6062, 1981.7290, 1981.8571, 1982.0014, 1982.0224, 1982.1227, 1982.1580, 1982.2677, 1982.3800, 1982.5260, 1982.6758",1979.9187,1980.4187,4.798400000000129,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,281,281,280,1.989,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1985.3431,1990.3016,1985.8431,1986.6816,1986.6816,1987.3316,1987.3316,1988.5316,1988.5316,1990.0316,"1988.7756, 1988.8930, 1989.0373, 1989.1629, 1989.2825, 1989.4055, 1989.5328, 1989.6548, 1989.7683, 1989.8915, 1989.9269, 1990.0238, 1990.1458, 1990.2900",,1987.3321,1987.8321,4.958499999999958,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,282,282,281,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1992.9829,1997.8599,1993.4829,1994.3355,1994.3355,1994.9855,1994.9855,1996.1855,1996.1855,1997.6855,,"1996.3339, 1996.4429, 1996.5884, 1996.7225, 1996.8561, 1996.9626, 1997.1129, 1997.2421, 1997.3758, 1997.5379, 1997.6637, 1997.8068",,,4.876999999999953,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,283,283,282,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2000.0439,2004.8599,2000.5439,2001.2568,2001.2568,2001.9068,2001.9068,2003.1068,2003.1068,2004.6068,"2003.3339, 2003.4525, 2003.5945, 2003.7492, 2003.8745, 2003.9977, 2004.1171, 2004.2437, 2004.2615, 2004.3740, 2004.4861, 2004.6098, 2004.7422",,,,4.816000000000031,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,284,284,283,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2009.8361,2014.7499,2010.3361,2011.2241,2011.2241,2011.8741,2011.8741,2013.0741,2013.0741,2014.5741,"2013.2239, 2013.3522, 2013.5023, 2013.6247, 2013.7582, 2013.8778, 2014.0209, 2014.1413, 2014.2767, 2014.3892, 2014.5131, 2014.6419",,,,4.9138000000000375,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,285,285,284,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,2016.8649,2020.1684,2017.3649,2018.1084,2018.1084,2018.7584,2018.7584,2019.9584,2019.9584,,,2020.0684,,,3.3034999999999854,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,286,286,285,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2022.457,2027.4088,2022.957,2023.7887,2023.7887,2024.4387,2024.4387,2025.6387,2025.6387,2027.1387,"2025.8828, 2026.0504, 2026.1858, 2026.2245, 2026.3262, 2026.4604, 2026.5801, 2026.7081, 2026.8272, 2026.9542, 2027.0914, 2027.2134, 2027.3425",,,,4.951799999999821,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,287,287,286,N/A,N/A,N/A,audio delay,1,right,no early,miss,0,0,2030.8497,2034.334,2031.3497,2032.2193,2032.2193,2032.8693,2032.8693,2034.0693,2034.0693,,2034.2340,,,,3.4843000000000757,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,288,288,287,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,2036.4435,2039.8464,2036.9435,2037.7015,2037.7015,2038.3515,2038.3515,2039.5515,2039.5515,,,2039.7464,,,3.4028999999998177,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,289,289,288,1.844,5.500,0.5000,audio delay,1,left,no early,hit,0,0,2041.9977,2046.9492,2042.4977,2043.192,2043.192,2043.842,2043.842,2045.042,2045.042,2046.542,"2045.4232, 2045.5583, 2045.6958, 2045.8303, 2045.9491, 2046.0681, 2046.2063, 2046.3519, 2046.4883, 2046.6454, 2046.7692, 2046.9417",,2043.8417,2044.3417,4.951500000000124,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,290,290,289,1.952,5.500,0.5000,audio delay,1,right,no early,hit,0,0,2049.0313,2053.8169,2049.5313,2050.3336,2050.3336,2050.9836,2050.9836,2052.1836,2052.1836,2053.6836,,"2052.2909, 2052.4271, 2052.5514, 2052.6943, 2052.8149, 2052.9495, 2053.0809, 2053.2072, 2053.3264, 2053.4779, 2053.6048, 2053.6466, 2053.7612",2050.9833,2051.4833,4.785599999999704,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,291,291,290,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2056.7242,2061.6445,2057.2242,2058.1249,2058.1249,2058.7749,2058.7749,2059.9749,2059.9749,2061.4749,"2060.1185, 2060.2567, 2060.3981, 2060.5375, 2060.6693, 2060.7011, 2060.7876, 2060.9071, 2061.0313, 2061.1635, 2061.2888, 2061.4124, 2061.5479",,,,4.92029999999977,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,292,292,291,1.990,5.500,0.5000,audio delay,1,right,no early,hit,0,0,2064.077,2068.9215,2064.577,2065.417,2065.417,2066.067,2066.067,2067.267,2067.267,2068.767,,"2067.3955, 2067.5054, 2067.6534, 2067.7966, 2067.9194, 2068.0533, 2068.2012, 2068.3397, 2068.4581, 2068.5894, 2068.7397, 2068.8783",2066.0670,2066.5670,4.844499999999698,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,293,293,292,1.816,5.500,0.5000,audio delay,1,right,no early,hit,0,0,2071.6955,2076.3377,2072.1955,2072.8615,2072.8615,2073.5115,2073.5115,2074.7115,2074.7115,2076.2115,,"2074.8117, 2074.8456, 2074.9444, 2075.0873, 2075.2247, 2075.3481, 2075.4673, 2075.6127, 2075.7441, 2075.8699, 2076.0274, 2076.1679, 2076.3202",2073.5115,2074.0115,4.64220000000023,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,294,294,293,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2078.4248,2083.2555,2078.9248,2079.7872,2079.7872,2080.4372,2080.4372,2081.6372,2081.6372,2083.1372,,"2081.7295, 2081.8465, 2081.9744, 2082.1031, 2082.2375, 2082.3749, 2082.4894, 2082.6201, 2082.7808, 2083.1483",,,4.830700000000434,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,295,295,294,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2086.5902,2091.3584,2087.0902,2087.8537,2087.8537,2088.5037,2088.5037,2089.7037,2089.7037,2091.2037,2087.8030,"2089.8324, 2089.9522, 2090.1018, 2090.2522, 2090.3976, 2090.5430, 2090.6708, 2090.8074, 2090.9392, 2091.0977, 2091.2322",,,4.768199999999979,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,296,296,295,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2093.8235,2098.6766,2094.3235,2094.9918,2094.9918,2095.6418,2095.6418,2096.8418,2096.8418,2098.3418,"2097.1506, 2097.3009, 2097.4392, 2097.5766, 2097.7069, 2097.8257, 2097.9442, 2098.0847, 2098.2345, 2098.3642",,,,4.853099999999813,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,297,297,296,1.828,5.500,0.5000,audio delay,1,right,no early,hit,0,0,2100.771,2105.4282,2101.271,2101.9492,2101.9492,2102.5992,2102.5992,2103.7992,2103.7992,2105.2992,,"2103.9022, 2104.0620, 2104.2084, 2104.3539, 2104.4835, 2104.6161, 2104.7492, 2104.8789, 2105.0220, 2105.1507, 2105.3271",2102.5990,2103.0990,4.657199999999648,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,298,298,297,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2108.3066,2113.181,2108.8066,2109.6066,2109.6066,2110.2566,2110.2566,2111.4566,2111.4566,2112.9566,,"2111.6550, 2111.7764, 2111.9157, 2112.0467, 2112.1856, 2112.3118, 2112.3324, 2112.4494, 2112.5948, 2112.7292, 2112.8814, 2113.0092, 2113.1417",,,4.874400000000151,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,299,299,298,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2116.4174,2121.3252,2116.9174,2117.667,2117.667,2118.317,2118.317,2119.517,2119.517,2121.017,"2119.7992, 2119.9564, 2120.1104, 2120.2347, 2120.3747, 2120.5196, 2120.6694, 2120.8027",,,,4.907800000000407,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,300,300,299,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2123.4141,2128.2273,2123.9141,2124.5968,2124.5968,2125.2468,2125.2468,2126.4468,2126.4468,2127.9468,"2126.7013, 2126.8493",,,,4.813200000000052,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,301,301,300,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,2130.3148,2133.7022,2130.8148,2131.6541,2131.6541,2132.3041,2132.3041,2133.5041,2133.5041,,,2133.6022,,,3.3874000000000706,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,302,302,301,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2135.8402,2140.6748,2136.3402,2137.0724,2137.0724,2137.7224,2137.7224,2138.9224,2138.9224,2140.4224,"2139.1488, 2139.2535, 2139.3986, 2139.5184, 2139.6371, 2139.7480, 2139.8631, 2140.0021, 2140.1316, 2140.2521, 2140.3844, 2140.5082, 2140.6313",,,,4.834599999999682,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,303,303,302,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2143.669,2148.3798,2144.169,2144.8976,2144.8976,2145.5476,2145.5476,2146.7476,2146.7476,2148.2476,,"2146.8538, 2146.9681, 2146.9876, 2147.1187, 2147.2457, 2147.3906, 2147.5034, 2147.6550, 2147.7943, 2147.9178, 2148.0719, 2148.2151",,,4.71080000000029,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,304,304,303,N/A,N/A,N/A,audio delay,1,left,early,hit,0,0,2150.4718,2157.2633,2150.9718,2151.7643,2151.7643,2152.4143,2152.4143,2153.2979,2155.5762,2157.0762,"2153.1979, 2154.2762, 2155.7373, 2155.8651, 2156.0037, 2156.1488, 2156.2891, 2156.4342, 2156.4584, 2156.5681, 2156.6647, 2156.7928, 2156.9145, 2157.2366",,,,6.791500000000269,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,305,305,304,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2159.3555,2164.0606,2159.8555,2160.522,2160.522,2161.172,2161.172,2162.372,2162.372,2163.872,"2162.5346, 2162.6377, 2162.7848, 2162.9095, 2163.0369, 2163.1872, 2163.2967, 2163.3992, 2163.5137, 2163.6410, 2163.7558, 2163.8848, 2164.0072",,,,4.705099999999675,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,306,306,305,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2166.6662,2171.4297,2167.1662,2167.8309,2167.8309,2168.4809,2168.4809,2169.6809,2169.6809,2171.1809,"2169.9037, 2170.0324, 2170.1752, 2170.3159, 2170.4427, 2170.5529, 2170.6785, 2170.7896, 2170.9013, 2171.0297, 2171.1547, 2171.2736, 2171.4018, 2171.4229",,,,4.763500000000022,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,307,307,306,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2175.8989,2180.8268,2176.3989,2177.1965,2177.1965,2177.8465,2177.8465,2179.0465,2179.0465,2180.5465,"2179.3008, 2179.4138, 2179.5539, 2179.6988, 2179.8440, 2179.9640, 2180.0880, 2180.2064, 2180.3372, 2180.4548, 2180.5848, 2180.7224",,,,4.927899999999681,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,308,308,307,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2183.1108,2187.8149,2183.6108,2184.3298,2184.3298,2184.9798,2184.9798,2186.1798,2186.1798,2187.6798,,"2186.2889, 2186.4126, 2186.5479, 2186.6830, 2186.8292, 2186.9472, 2186.9755, 2187.0751, 2187.1078, 2187.2289, 2187.3457, 2187.4824, 2187.6452, 2187.7921",,,4.704099999999926,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,309,309,308,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2190.0902,2194.9101,2190.5902,2191.2889,2191.2889,2191.9389,2191.9389,2193.1389,2193.1389,2194.6389,"2193.3841, 2193.5230, 2193.6597, 2193.6885, 2193.7771, 2193.8865, 2194.0214, 2194.1356, 2194.2573, 2194.3924, 2194.5114, 2194.6373, 2194.7747, 2194.9011",,,,4.819899999999961,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,310,310,309,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2198.1979,2202.9533,2198.6979,2199.3659,2199.3659,2200.0159,2200.0159,2201.2159,2201.2159,2202.7159,"2201.4273, 2201.5474, 2201.6816, 2201.8244, 2201.9541, 2202.0807, 2202.2124, 2202.3294, 2202.4657, 2202.6006",,,,4.755400000000009,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,311,311,310,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,2205.0578,2208.3141,2205.5578,2206.2477,2206.2477,2206.8977,2206.8977,2208.0977,2208.0977,,,2208.2141,,,3.25630000000001,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,312,312,311,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2210.5021,2215.3042,2211.0021,2211.7232,2211.7232,2212.3732,2212.3732,2213.5732,2213.5732,2215.0732,,"2213.7782, 2213.8986, 2214.0466, 2214.0670, 2214.1821, 2214.3142, 2214.4380, 2214.5831, 2214.7028, 2214.8534, 2214.9862, 2215.1363, 2215.2995",,,4.802099999999882,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,313,313,312,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2217.4124,2222.4276,2217.9124,2218.8216,2218.8216,2219.4716,2219.4716,2220.6716,2220.6716,2222.1716,"2220.9016, 2221.0310, 2221.1749, 2221.3194, 2221.4403, 2221.5528, 2221.6799, 2221.7930, 2221.9095, 2222.0335, 2222.1635, 2222.2914",,,,5.0151999999998225,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,314,314,313,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2224.8369,2229.7493,2225.3369,2226.1182,2226.1182,2226.7682,2226.7682,2227.9682,2227.9682,2229.4682,"2228.2233, 2228.3629, 2228.4978, 2228.6271, 2228.7471, 2228.8648, 2229.0035, 2229.1106, 2229.2318, 2229.3659, 2229.4942, 2229.6221",,,,4.9124000000001615,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,315,315,314,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,2232.2998,2235.7567,2232.7998,2233.7078,2233.7078,2234.3578,2234.3578,2235.5578,2235.5578,,,2235.6567,,,3.4569000000001324,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,316,316,315,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2237.919,2243.015,2238.419,2239.2886,2239.2886,2239.9386,2239.9386,2241.1386,2241.1386,2242.6386,"2241.4890, 2241.6194, 2241.7690, 2241.9067, 2242.0340, 2242.1741, 2242.2874, 2242.4035, 2242.5286, 2242.6591, 2242.7802, 2242.9244",,,,5.096000000000004,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,317,317,316,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2245.3116,2250.2762,2245.8116,2246.693,2246.693,2247.343,2247.343,2248.543,2248.543,2250.043,2245.5728,"2248.7502, 2248.8605, 2249.0042, 2249.0370, 2249.1534, 2249.2832, 2249.4036, 2249.5519, 2249.6860, 2249.8111, 2249.9527, 2250.0882, 2250.2169",,,4.964599999999791,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,318,318,317,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2252.672,2257.4245,2253.172,2253.9138,2253.9138,2254.5638,2254.5638,2255.7638,2255.7638,2257.2638,,"2255.8985, 2256.0113, 2256.1559, 2256.2993, 2256.4290, 2256.5605, 2256.7121, 2256.7362, 2256.8573, 2256.8858, 2256.9907, 2257.1413, 2257.2822, 2257.4184",,,4.752500000000055,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,319,319,318,1.998,5.500,0.5000,audio delay,1,right,no early,hit,0,0,2259.6968,2264.546,2260.1968,2261.0447,2261.0447,2261.6947,2261.6947,2262.8947,2262.8947,2264.3947,,"2263.0200, 2263.1412, 2263.2645, 2263.4156, 2263.5501, 2263.6966, 2263.8381, 2263.9696",2261.6948,2262.1948,4.849199999999655,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,320,320,319,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2266.6577,2271.4226,2267.1577,2267.9081,2267.9081,2268.5581,2268.5581,2269.7581,2269.7581,2271.2581,"2269.8966, 2270.0155, 2270.1596, 2270.2918, 2270.4226, 2270.5414, 2270.6694, 2270.7891, 2270.9106, 2271.0304, 2271.1603, 2271.3151",,,,4.76489999999967,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,321,321,320,1.977,5.500,0.5000,audio delay,1,right,no early,miss,0,0,2273.7085,2277.2531,2274.2085,2275.0358,2275.0358,2275.6858,2275.6858,2276.8858,2276.8858,,2277.1531,,2275.6855,2276.1855,3.5445999999997184,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,322,322,321,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,2279.5924,2283.1402,2280.0924,2280.9309,2280.9309,2281.5809,2281.5809,2282.7809,2282.7809,,,2283.0402,,,3.5477999999998246,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,323,323,322,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,2285.2836,2289.9528,2285.7836,2286.4546,2286.4546,2287.1046,2287.1046,2288.3046,2288.3046,2289.8046,,"2288.4268, 2288.5510, 2288.6916, 2288.8132, 2288.9579, 2289.0741, 2289.2235, 2289.3548, 2289.4886, 2289.6267, 2289.7528, 2289.9172",,,4.669199999999819,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,324,324,323,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,2292.0714,2296.9236,2292.5714,2293.2846,2293.2846,2293.9346,2293.9346,2295.1346,2295.1346,2296.6346,"2295.3976, 2295.5322, 2295.6635, 2295.8019, 2295.9371, 2296.0537, 2296.1815, 2296.3137, 2296.4328, 2296.5529, 2296.6848, 2296.8167",,,,4.852200000000266,,
