session_path,subject_id,session_id,trial,trial_uid,id,photostim_onset,photostim_power,photostim_duration,task,task_protocol,trial_instruction,early_lick,outcome,auto_water,free_water,start_time,stop_time,presample_start_times,presample_stop_times,sample_start_times,sample_stop_times,delay_start_times,delay_stop_times,go_start_times,go_stop_times,left_lick_times,right_lick_times,photostim_start_times,photostim_stop_times,trial_time_total,trialend_start_times,trialend_stop_times
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,137,137,136,2.032,5.500,0.5000,audio delay,1,left,no early,miss,0,0,953.8246,957.4235,954.3246,955.2068,955.2068,955.8568,955.8568,957.0568,957.0568,,,957.3235,955.8566,956.3566,3.598899999999958,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,138,138,137,1.995,5.500,0.5000,audio delay,1,right,early,miss,0,0,959.3962,964.0879,959.8962,960.7411,960.7411,961.3911,961.3911,962.4749,963.7988,,"962.3749, 962.4988, 963.9879",,961.3912,961.8912,4.691699999999969,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,139,139,138,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,966.061,969.4835,966.561,967.3169,967.3169,967.9669,967.9669,969.1669,969.1669,,,969.3835,,,3.4225000000000136,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,140,140,139,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,971.4558,976.1761,971.9558,972.618,972.618,973.268,973.268,974.468,974.468,975.968,"974.6501, 974.7845, 974.9446, 975.0683, 975.2016, 975.3239, 975.4442, 975.5602, 975.6914, 975.8106, 975.9396, 976.0588",,,,4.720300000000066,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,141,141,140,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,978.9229,983.7319,979.4229,980.092,980.092,980.742,980.742,981.942,981.942,983.442,"982.2059, 982.3447, 982.4765, 982.6175, 982.7462, 982.8794, 983.0059, 983.1176, 983.2425, 983.3721, 983.5094, 983.6308",,,,4.808999999999969,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,142,142,141,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,988.5248,993.2753,989.0248,989.7485,989.7485,990.3985,990.3985,991.5985,991.5985,993.0985,,"991.7493, 991.8662, 992.0079, 992.1349, 992.2678, 992.4058, 992.5254, 992.6580, 992.7929, 992.9438, 993.0742, 993.2077",,,4.750499999999988,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,143,143,142,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,995.5591,1000.6041,996.0591,996.941,996.941,997.591,997.591,998.791,998.791,1000.291,"999.0781, 999.2219, 999.3395, 999.4680, 999.5982, 999.7253, 999.8612, 1000.0140, 1000.1459, 1000.2666, 1000.3948, 1000.5295",,,,5.045000000000073,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,144,144,143,1.975,5.500,0.5000,audio delay,1,right,no early,hit,0,0,1002.6079,1007.4488,1003.1079,1003.9329,1003.9329,1004.5829,1004.5829,1005.7829,1005.7829,1007.2829,,"1005.9228, 1006.0499, 1006.1750, 1006.3076, 1006.4479, 1006.5682, 1006.6957, 1006.8446, 1006.9744, 1007.1222, 1007.2415, 1007.3836",1004.5829,1005.0829,4.840900000000033,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,145,145,144,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1009.6405,1014.4427,1010.1405,1010.9101,1010.9101,1011.5601,1011.5601,1012.7601,1012.7601,1014.2601,,"1012.9167, 1013.0123, 1013.1439, 1013.2811, 1013.4069, 1013.5312, 1013.6668, 1013.8008, 1013.9331, 1014.0725, 1014.2126, 1014.3530",,,4.802199999999971,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,146,146,145,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1016.7071,1021.4927,1017.2071,1017.907,1017.907,1018.557,1018.557,1019.757,1019.757,1021.257,"1019.9667, 1020.0921, 1020.2311, 1020.3595, 1020.4908, 1020.6119, 1020.7405, 1020.8661, 1020.9893, 1021.1318, 1021.2559, 1021.3958",,,,4.785600000000045,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,147,147,146,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1023.7792,1028.6466,1024.2792,1025.1174,1025.1174,1025.7674,1025.7674,1026.9674,1026.9674,1028.4674,,"1027.1206, 1027.2281, 1027.3769, 1027.5139, 1027.6538, 1027.7854, 1027.9049, 1028.0259, 1028.1594, 1028.3215, 1028.4364, 1028.5900",,,4.867400000000089,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,148,148,147,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1031.2294,1034.6649,1031.7294,1032.4766,1032.4766,1033.1266,1033.1266,1034.3266,1034.3266,,,1034.5649,,,3.4355000000000473,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,149,149,148,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1036.7897,1041.5168,1037.2897,1038.0061,1038.0061,1038.6561,1038.6561,1039.8561,1039.8561,1041.3561,,"1039.9908, 1040.0779, 1040.2177, 1040.3594, 1040.4760, 1040.6101, 1040.7431, 1040.8561, 1040.9836, 1041.1418, 1041.2753, 1041.4148",,,4.727100000000064,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,150,150,149,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1043.7661,1048.6466,1044.2661,1045.0243,1045.0243,1045.6743,1045.6743,1046.8743,1046.8743,1048.3743,"1047.1206, 1047.2619, 1047.3951, 1047.5298, 1047.6581, 1047.7881, 1047.9232, 1048.0369, 1048.1554, 1048.2770, 1048.4074, 1048.5451",,,,4.880499999999984,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,151,151,150,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1052.5601,1057.5036,1053.0601,1053.8685,1053.8685,1054.5185,1054.5185,1055.7185,1055.7185,1057.2185,"1055.9776, 1056.1008, 1056.2370, 1056.3761, 1056.5155, 1056.6354, 1056.7524, 1056.8793, 1056.9954, 1057.1149, 1057.2560, 1057.3873",,,,4.9435000000000855,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,152,152,151,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1061.2878,1064.5448,1061.7878,1062.4898,1062.4898,1063.1398,1063.1398,1064.3398,1064.3398,,,1064.4448,,,3.2569999999998345,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,153,153,152,N/A,N/A,N/A,audio delay,1,right,no early,miss,0,0,1066.5429,1069.8662,1067.0429,1067.772,1067.772,1068.422,1068.422,1069.622,1069.622,,1069.7662,,,,3.3233000000000175,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,154,154,153,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1071.8656,1076.8127,1072.3656,1073.2103,1073.2103,1073.8603,1073.8603,1075.0603,1075.0603,1076.5603,"1075.2867, 1075.4301, 1075.5711, 1075.7170, 1075.7645, 1075.7672, 1075.8641, 1075.9800, 1076.0965, 1076.2368, 1076.3504, 1076.4760, 1076.6088, 1076.7398",,,,4.947099999999864,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,155,155,154,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1080.7742,1085.6009,1081.2742,1081.9974,1081.9974,1082.6474,1082.6474,1083.8474,1083.8474,1085.3474,,"1084.0749, 1084.2286, 1084.3550, 1084.4927, 1084.6037, 1084.6335, 1084.7576, 1084.8950, 1085.0255, 1085.1728, 1085.2965, 1085.4329, 1085.5984",,,4.826699999999846,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,156,156,155,1.819,5.500,0.5000,audio delay,1,left,no early,miss,0,0,1087.6822,1090.9136,1088.1822,1088.851,1088.851,1089.501,1089.501,1090.701,1090.701,,,1090.8136,1089.5012,1090.0012,3.2314000000001215,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,157,157,156,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1093.097,1097.9656,1093.597,1094.3758,1094.3758,1095.0258,1095.0258,1096.2258,1096.2258,1097.7258,,"1096.4396, 1096.5464, 1096.7029, 1096.8392, 1096.9637, 1097.0929, 1097.2122, 1097.3533, 1097.4949, 1097.6352, 1097.7553, 1097.8820",,,4.868600000000015,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,158,158,157,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1100.8222,1105.7642,1101.3222,1102.1087,1102.1087,1102.7587,1102.7587,1103.9587,1103.9587,1105.4587,"1104.2382, 1104.3604, 1104.5339, 1104.6641, 1104.7964, 1104.9185, 1105.0517, 1105.1849, 1105.3198, 1105.4390, 1105.5668, 1105.7080",,,,4.942000000000007,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,159,159,158,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1108.3694,1113.2228,1108.8694,1109.6152,1109.6152,1110.2652,1110.2652,1111.4652,1111.4652,1112.9652,,"1111.6968, 1111.8066, 1111.9532, 1111.9858, 1112.0961, 1112.2309, 1112.3649, 1112.5023, 1112.6179, 1112.7407, 1112.8875, 1113.0357, 1113.1495",,,4.853399999999965,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,160,160,159,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1115.2485,1120.2433,1115.7485,1116.6564,1116.6564,1117.3064,1117.3064,1118.5064,1118.5064,1120.0064,"1118.7173, 1118.8719, 1119.0224, 1119.1512, 1119.2950, 1119.4130, 1119.5380, 1119.6755, 1119.7916, 1119.9215, 1120.0612",,,,4.994800000000168,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,161,161,160,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1122.1907,1127.2305,1122.6907,1123.5825,1123.5825,1124.2325,1124.2325,1125.4325,1125.4325,1126.9325,"1125.7045, 1125.8208, 1125.9795, 1126.1124, 1126.2613, 1126.3978, 1126.5205, 1126.6483, 1126.7679, 1126.8940, 1127.0369, 1127.1512",,,,5.0397999999997865,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,162,162,161,1.980,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1129.2353,1134.1848,1129.7353,1130.5649,1130.5649,1131.2149,1131.2149,1132.4149,1132.4149,1133.9149,"1132.6588, 1132.7963, 1132.9479, 1133.0782, 1133.1159, 1133.2085, 1133.3332, 1133.3645, 1133.4545, 1133.5807, 1133.6985, 1133.8135, 1133.9359, 1134.0705",,1131.2153,1131.7153,4.949499999999944,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,163,163,162,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1137.9799,1142.7663,1138.4799,1139.1644,1139.1644,1139.8144,1139.8144,1141.0144,1141.0144,1142.5144,"1141.2403, 1141.3741, 1141.5165, 1141.6575, 1141.7952, 1141.9223, 1141.9551, 1142.0427, 1142.1626, 1142.1883, 1142.2792, 1142.4337, 1142.5655, 1142.6888",,,,4.786399999999958,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,164,164,163,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1145.627,1150.439,1146.127,1146.8595,1146.8595,1147.5095,1147.5095,1148.7095,1148.7095,1150.2095,,"1148.9130, 1149.0355, 1149.1719, 1149.2856, 1149.4456, 1149.5798, 1149.7203, 1149.8577, 1149.9871, 1150.0932, 1150.2324, 1150.4007",,,4.8120000000001255,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,165,165,164,1.964,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1152.5225,1157.4717,1153.0225,1153.8362,1153.8362,1154.4862,1154.4862,1155.6862,1155.6862,1157.1862,"1155.9457, 1156.1080, 1156.2370, 1156.2773, 1156.3665, 1156.4992, 1156.6220, 1156.7408, 1156.8645, 1156.9798, 1157.1132, 1157.2484, 1157.3654",,1154.4865,1154.9865,4.949200000000019,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,166,166,165,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1160.573,1165.4298,1161.073,1161.7974,1161.7974,1162.4474,1162.4474,1163.6474,1163.6474,1165.1474,"1163.9038, 1164.0481, 1164.2126, 1164.3450, 1164.4846, 1164.6282, 1164.7667, 1164.8920, 1165.0426, 1165.1663, 1165.2922, 1165.4195",,,,4.856799999999794,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,167,167,166,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1167.5158,1172.2462,1168.0158,1168.776,1168.776,1169.426,1169.426,1170.626,1170.626,1172.126,,"1170.7202, 1170.8174, 1170.9482, 1171.0709, 1171.1861, 1171.3247, 1171.4712, 1171.5935, 1171.7283, 1171.8645, 1171.9998, 1172.1440",,,4.730400000000145,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,168,168,167,N/A,N/A,N/A,audio delay,1,right,no early,miss,0,0,1174.5206,1178.1178,1175.0206,1175.8755,1175.8755,1176.5255,1176.5255,1177.7255,1177.7255,,1178.0178,,,,3.59719999999993,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,169,169,168,2.036,5.500,0.5000,audio delay,1,right,no early,hit,0,0,1180.3095,1185.1799,1180.8095,1181.6954,1181.6954,1182.3454,1182.3454,1183.5454,1183.5454,1185.0454,,"1183.6539, 1183.7609, 1183.8959, 1184.0185, 1184.1351, 1184.2740, 1184.4116, 1184.5562, 1184.6803, 1184.8261, 1184.9782, 1185.0068, 1185.1351",1182.3455,1182.8455,4.870400000000018,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,170,170,169,N/A,N/A,N/A,audio delay,1,right,no early,miss,0,0,1188.5201,1192.0729,1189.0201,1189.8504,1189.8504,1190.5004,1190.5004,1191.7004,1191.7004,,1191.9729,,,,3.552799999999934,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,171,171,170,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1194.3999,1199.3047,1194.8999,1195.7228,1195.7228,1196.3728,1196.3728,1197.5728,1197.5728,1199.0728,"1197.7787, 1197.8134, 1197.9014, 1198.0417, 1198.1696, 1198.3020, 1198.4320, 1198.5426, 1198.6677, 1198.7823, 1198.9070, 1199.0482, 1199.1689, 1199.3008",,,,4.904800000000023,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,172,172,171,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1201.7243,1206.6514,1202.2243,1203.0789,1203.0789,1203.7289,1203.7289,1204.9289,1204.9289,1206.4289,,"1205.1254, 1205.2447, 1205.3835, 1205.5192, 1205.6495, 1205.7853, 1205.9059, 1206.0322, 1206.1788, 1206.2961, 1206.4189, 1206.5510",,,4.927099999999882,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,173,173,172,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1209.4823,1214.1727,1209.9823,1210.6982,1210.6982,1211.3482,1211.3482,1212.5482,1212.5482,1214.0482,"1212.9382, 1213.0975, 1213.1216",1212.6467,,,4.6904000000001815,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,174,174,173,1.921,5.500,0.5000,audio delay,1,right,no early,hit,0,0,1216.1314,1220.8926,1216.6314,1217.4019,1217.4019,1218.0519,1218.0519,1219.2519,1219.2519,1220.7519,,"1219.3666, 1219.4798, 1219.6126, 1219.7393, 1219.8674, 1219.9925, 1220.1174, 1220.2566, 1220.4058, 1220.5351, 1220.6755, 1220.8128",1218.0524,1218.5524,4.761199999999917,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,175,175,174,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1223.7848,1228.6723,1224.2848,1225.1758,1225.1758,1225.8258,1225.8258,1227.0258,1227.0258,1228.5258,,"1227.1463, 1227.2539, 1227.3868, 1227.5205, 1227.6582, 1227.7768, 1227.8907, 1228.0221, 1228.1649, 1228.3077, 1228.4297, 1228.5736",,,4.8875000000000455,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,176,176,175,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1231.3951,1234.6532,1231.8951,1232.5772,1232.5772,1233.2272,1233.2272,1234.4272,1234.4272,,,1234.5532,,,3.258100000000013,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,177,177,176,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1236.6498,1241.6173,1237.1498,1238.0103,1238.0103,1238.6603,1238.6603,1239.8603,1239.8603,1241.3603,"1240.0913, 1240.2141, 1240.3634, 1240.5163, 1240.6384, 1240.7489, 1240.8705, 1240.9957, 1241.1147, 1241.2360, 1241.3825, 1241.4934",,,,4.967499999999973,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,178,178,177,N/A,N/A,N/A,audio delay,1,right,no early,miss,0,0,1245.2182,1248.6403,1245.7182,1246.5516,1246.5516,1247.2016,1247.2016,1248.4016,1248.4016,,1248.5403,,,,3.4221000000000004,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,179,179,178,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1250.8019,1255.573,1251.3019,1251.9844,1251.9844,1252.6344,1252.6344,1253.8344,1253.8344,1255.3344,"1254.0470, 1254.1624, 1254.1804, 1254.3338, 1254.4508, 1254.5826, 1254.7329, 1254.8589, 1254.9924, 1255.1154, 1255.2358, 1255.3777, 1255.4906",,,,4.77110000000016,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,180,180,179,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1257.756,1261.0144,1258.256,1258.9606,1258.9606,1259.6106,1259.6106,1260.8106,1260.8106,,,"1260.9144, 1261.0096",,,3.258399999999938,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,181,181,180,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1262.9837,1267.6877,1263.4837,1264.1823,1264.1823,1264.8323,1264.8323,1266.0323,1266.0323,1267.5323,,"1266.1617, 1266.2772, 1266.4149, 1266.5528, 1266.6831, 1266.8056, 1266.9407, 1267.0751, 1267.1885, 1267.3138, 1267.4581, 1267.5847",,,4.703999999999951,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,182,182,181,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1269.9984,1274.8894,1270.4984,1271.3227,1271.3227,1271.9727,1271.9727,1273.1727,1273.1727,1274.6727,,"1273.3634, 1273.5029, 1273.6470, 1273.7723, 1273.8975, 1274.0190, 1274.1503, 1274.2929, 1274.4287, 1274.5527, 1274.6995, 1274.8241",,,4.891000000000076,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,183,183,182,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1278.1916,1283.1497,1278.6916,1279.5488,1279.5488,1280.1988,1280.1988,1281.3988,1281.3988,1282.8988,"1281.6237, 1281.7784, 1281.7884, 1281.9370, 1282.0753, 1282.2051, 1282.3397",,,,4.958099999999831,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,184,184,183,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1285.1204,1289.9504,1285.6204,1286.3164,1286.3164,1286.9664,1286.9664,1288.1664,1288.1664,1289.6664,1288.4244,,,,4.829999999999927,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,185,185,184,1.997,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1291.9216,1296.8522,1292.4216,1293.2689,1293.2689,1293.9189,1293.9189,1295.1189,1295.1189,1296.6189,"1295.3262, 1295.4652, 1295.6050, 1295.6449, 1295.7467, 1295.8615, 1295.9807, 1296.1072, 1296.2282, 1296.3527, 1296.4726, 1296.6069, 1296.7192, 1296.8448",,1293.9186,1294.4186,4.93060000000014,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,186,186,185,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1304.2752,1309.0754,1304.7752,1305.4497,1305.4497,1306.0997,1306.0997,1307.2997,1307.2997,1308.7997,"1307.5494, 1307.6795, 1307.8251, 1307.9655, 1308.0946, 1308.2144, 1308.3432, 1308.4622, 1308.5940, 1308.7163, 1308.8451, 1308.9878",,,,4.800199999999904,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,187,187,186,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1311.6926,1316.4219,1312.1926,1312.8887,1312.8887,1313.5387,1313.5387,1314.7387,1314.7387,1316.2387,,"1314.8959, 1314.9975, 1315.1432, 1315.2876, 1315.4215, 1315.5598, 1315.6830, 1315.8288, 1315.9696, 1316.0954, 1316.2326, 1316.3809",,,4.7292999999999665,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,188,188,187,2.042,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1318.5187,1323.5105,1319.0187,1319.9109,1319.9109,1320.5609,1320.5609,1321.7609,1321.7609,1323.2609,"1321.9845, 1322.1307, 1322.2745, 1322.3155, 1322.4184, 1322.5636, 1322.6788",,1320.5607,1321.0607,4.991800000000012,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,189,189,188,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1325.4886,1330.3543,1325.9886,1326.883,1326.883,1327.533,1327.533,1328.733,1328.733,1330.233,,"1328.8283, 1328.9745, 1329.1193, 1329.2562, 1329.3831, 1329.5173, 1329.6364, 1329.7840, 1329.8081, 1329.9252, 1330.0513, 1330.2001, 1330.3281",,,4.865700000000061,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,190,190,189,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1332.8777,1336.3392,1333.3777,1334.2283,1334.2283,1334.8783,1334.8783,1336.0783,1336.0783,,,1336.2392,,,3.4614999999998872,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,191,191,190,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1338.3497,1343.1536,1338.8497,1339.5241,1339.5241,1340.1741,1340.1741,1341.3741,1341.3741,1342.8741,"1341.6276, 1341.7640, 1341.8022, 1341.9160",,,,4.803900000000112,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,192,192,191,1.936,5.500,0.5000,audio delay,1,left,no early,hit,0,0,1345.1287,1350.0322,1345.6287,1346.4151,1346.4151,1347.0651,1347.0651,1348.2651,1348.2651,1349.7651,"1348.5062, 1348.6254, 1348.7805, 1348.9190, 1349.0689, 1349.2018, 1349.2325, 1349.3322, 1349.4449, 1349.4677, 1349.5698, 1349.6961, 1349.8251, 1349.9780",,1347.0647,1347.5647,4.903500000000122,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,193,193,192,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1352.9018,1357.8155,1353.4018,1354.227,1354.227,1354.877,1354.877,1356.077,1356.077,1357.577,"1356.2895, 1356.3790, 1356.5189, 1356.6563, 1356.8011, 1356.9439, 1357.0697, 1357.1842, 1357.3090, 1357.4300, 1357.5433, 1357.6743, 1357.7893",,,,4.913699999999835,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,194,194,193,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1361.4365,1366.3079,1361.9365,1362.8176,1362.8176,1363.4676,1363.4676,1364.6676,1364.6676,1366.1676,,"1364.7819, 1364.9058, 1365.0371, 1365.1593, 1365.3122, 1365.4643, 1365.6302",,,4.871399999999994,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,195,195,194,N/A,N/A,N/A,audio delay,1,left,no early,hit,0,0,1368.29,1373.122,1368.79,1369.5695,1369.5695,1370.2195,1370.2195,1371.4195,1371.4195,1372.9195,"1371.5960, 1371.7119, 1371.8610, 1372.0021, 1372.1263, 1372.2726, 1372.3869, 1372.5128, 1372.6365, 1372.7640, 1372.8916, 1373.0149",,,,4.832000000000107,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,196,196,195,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1375.5956,1380.3988,1376.0956,1376.8149,1376.8149,1377.4649,1377.4649,1378.6649,1378.6649,1380.1649,,"1378.8728, 1378.9489, 1379.0956, 1379.2364, 1379.3617, 1379.4861, 1379.6240, 1379.7609, 1379.8748, 1380.0040, 1380.1537, 1380.2922",,,4.803199999999833,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,197,197,196,N/A,N/A,N/A,audio delay,1,left,no early,miss,0,0,1383.3828,1386.8003,1383.8828,1384.7359,1384.7359,1385.3859,1385.3859,1386.5859,1386.5859,,,1386.7003,,,3.417500000000018,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,198,198,197,N/A,N/A,N/A,audio delay,1,right,no early,miss,0,0,1388.8322,1392.2419,1389.3322,1390.1462,1390.1462,1390.7962,1390.7962,1391.9962,1391.9962,,1392.1419,,,,3.40969999999993,,
sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen.nwb,440957,,199,199,198,N/A,N/A,N/A,audio delay,1,right,no early,hit,0,0,1394.2764,1399.1893,1394.7764,1395.6093,1395.6093,1396.2593,1396.2593,1397.4593,1397.4593,1398.9593,,"1397.6633, 1397.7899, 1397.9413, 1398.0777, 1398.2054, 1398.3199, 1398.4559, 1398.5726, 1398.7110, 1398.8497, 1398.8916, 1398.9979, 1399.1544",,,4.912900000000036,,
